sheet,window_start,flow_feature_mode,supply_median,supply_std,return_median,return_std,flow_median,flow_std,delta_t_median,delta_t_p05,delta_t_min,active_fraction_mean,reconstruction_mse,is_reconstruction_anomaly,cluster,distance_to_center,pca_1,pca_2
cons_abat_cisneros,2024-01-03 18:45:00,raw,79.06008911132812,3.8987486362457275,65.17643737792969,4.389915943145752,2.0240869522094727,1.4703001976013184,13.950000762939453,6.732501983642578,4.3899993896484375,0.978494623655914,0.10995436,False,0,1.7499916709602201,0.7545253733335658,0.264440452557299
cons_abat_cisneros,2024-01-04 06:45:00,raw,79.10499572753906,3.3280045986175537,64.68499755859375,3.963132619857788,1.967078447341919,1.7288297414779663,15.400001525878906,5.475000381469727,3.5199966430664062,1.0,0.12785721,False,0,1.6571089304568256,0.6064409958005075,-0.08248764533044013
cons_abat_cisneros,2024-01-04 18:45:00,raw,78.5,5.531887054443359,63.909996032714844,5.882995128631592,1.9896891117095947,1.5325441360473633,15.05999755859375,5.160003662109375,2.490001678466797,1.0,0.13905503,False,3,1.7028707513194095,0.3697093859350153,1.1415001910826488
cons_abat_cisneros,2024-01-05 06:45:00,raw,76.55999755859375,5.298220634460449,62.474998474121094,6.129891872406006,2.0522170066833496,1.5966838598251343,14.430002212524414,5.279998779296875,2.490001678466797,1.0,0.15855633,False,3,1.511737558392133,0.4266190105489849,1.4020893019634426
cons_abat_cisneros,2024-01-05 18:45:00,raw,77.69000244140625,3.288022041320801,60.525001525878906,5.274383068084717,1.9727532863616943,1.6336039304733276,17.540000915527344,6.185001373291016,2.5400009155273438,1.0,0.16003221,False,0,2.451605107727416,0.9733071678288213,0.5261290581312327
cons_abat_cisneros,2024-01-06 06:45:00,raw,77.75499725341797,3.727511405944824,60.45500183105469,5.455934524536133,1.9727532863616943,2.5593197345733643,16.539997100830078,3.6500015258789062,1.5900039672851562,1.0,0.24509308,False,3,2.3488633780813624,0.48444066748240533,0.7340889159838209
cons_abat_cisneros,2024-01-06 18:45:00,raw,75.55999755859375,4.0209527015686035,59.529998779296875,6.094668865203857,1.9850116968154907,2.729313373565674,16.070003509521484,3.427501678466797,0.9899978637695312,1.0,0.25014183,False,3,2.1114033201570437,0.3984342853099749,1.2544465494820416
cons_abat_cisneros,2024-01-07 06:45:00,raw,75.11000061035156,5.544806003570557,56.73500061035156,6.531483173370361,1.9856185913085938,2.649712085723877,15.479999542236328,3.8200016021728516,0.9899978637695312,1.0,0.2909083,False,3,1.8724189936513578,0.5330945162845246,1.9640721296292634
cons_abat_cisneros,2024-01-07 18:45:00,raw,75.375,7.833646297454834,62.23500061035156,8.154024124145508,1.8722727298736572,2.4652814865112305,12.6300048828125,3.8200016021728516,1.7999992370605469,1.0,0.17432527,False,3,1.5054758731761282,-0.027145647365913506,2.774347320000218
cons_abat_cisneros,2024-01-08 06:45:00,raw,76.29000091552734,6.8733720779418945,69.1199951171875,7.372124671936035,1.8005766868591309,0.9402196407318115,9.529998779296875,4.279998779296875,3.0,1.0,0.10916963,False,3,1.1319298317580253,-0.44283417957102134,1.8832505527806136
