window_start,reconstruction_mse,is_reconstruction_anomaly,split,supply_temp_c_reconstruction_mse,is_supply_temp_c_channel_anomaly,dominant_anomalous_feature
2023-09-13 18:45:00,0.012269777,False,train,0.012269777,False,supply_temp_c
2023-09-14 06:45:00,0.012537178,False,train,0.012537178,False,supply_temp_c
2023-09-14 18:45:00,0.024827257,False,train,0.024827257,False,supply_temp_c
2023-09-15 06:45:00,0.02108522,False,train,0.02108522,False,supply_temp_c
2023-09-15 18:45:00,0.007803435,False,train,0.007803435,False,supply_temp_c
2023-09-16 06:45:00,0.03186095,False,train,0.03186095,False,supply_temp_c
2023-09-16 18:45:00,0.044150304,False,train,0.044150304,False,supply_temp_c
2023-09-17 06:45:00,0.058934007,False,train,0.058934007,False,supply_temp_c
2023-09-17 18:45:00,0.02410537,False,train,0.02410537,False,supply_temp_c
2023-09-18 06:45:00,0.02000341,False,train,0.02000341,False,supply_temp_c
2023-09-18 18:45:00,0.006662575,False,train,0.006662575,False,supply_temp_c
2023-09-19 06:45:00,0.0062716897,False,train,0.0062716897,False,supply_temp_c
2023-09-19 18:45:00,0.0054756533,False,train,0.0054756533,False,supply_temp_c
2023-09-20 06:45:00,0.0046681254,False,train,0.0046681254,False,supply_temp_c
2023-09-21 18:45:00,0.025268912,False,train,0.025268912,False,supply_temp_c
2023-09-22 06:45:00,0.017158091,False,train,0.017158091,False,supply_temp_c
2023-09-22 18:45:00,0.01642601,False,train,0.01642601,False,supply_temp_c
2023-09-23 06:45:00,0.01749163,False,train,0.01749163,False,supply_temp_c
2023-09-23 18:45:00,0.016826732,False,train,0.016826732,False,supply_temp_c
2023-09-24 06:45:00,0.005671809,False,train,0.005671809,False,supply_temp_c
2023-09-24 18:45:00,0.0064892396,False,train,0.0064892396,False,supply_temp_c
2023-09-25 06:45:00,0.007024078,False,train,0.007024078,False,supply_temp_c
2023-10-11 06:45:00,0.041507527,False,train,0.041507527,False,supply_temp_c
2023-10-11 18:45:00,0.043159645,False,train,0.043159645,False,supply_temp_c
2023-10-12 06:45:00,0.04647656,False,train,0.04647656,False,supply_temp_c
2023-10-12 18:45:00,0.0449181,False,train,0.0449181,False,supply_temp_c
2023-10-13 06:45:00,0.036742494,False,train,0.036742494,False,supply_temp_c
2023-10-13 18:45:00,0.03823896,False,train,0.03823896,False,supply_temp_c
2023-10-14 06:45:00,0.04894118,False,train,0.04894118,False,supply_temp_c
2023-10-14 18:45:00,0.035695896,False,train,0.035695896,False,supply_temp_c
2023-10-15 06:45:00,0.031657893,False,train,0.031657893,False,supply_temp_c
2023-10-15 18:45:00,0.03022419,False,train,0.03022419,False,supply_temp_c
2023-10-16 06:45:00,0.034607943,False,train,0.034607943,False,supply_temp_c
2023-10-16 18:45:00,0.042218983,False,train,0.042218983,False,supply_temp_c
2023-10-17 06:45:00,0.030602148,False,train,0.030602148,False,supply_temp_c
2023-10-17 18:45:00,0.041775484,False,train,0.041775484,False,supply_temp_c
2023-10-22 18:45:00,0.032084037,False,train,0.032084037,False,supply_temp_c
2023-10-27 06:45:00,0.039050583,False,train,0.039050583,False,supply_temp_c
2023-10-27 18:45:00,0.043578655,False,train,0.043578655,False,supply_temp_c
2023-11-01 06:45:00,0.028870253,False,train,0.028870253,False,supply_temp_c
2023-11-02 06:45:00,0.102849305,False,train,0.102849305,False,supply_temp_c
2023-11-02 18:45:00,0.04560557,False,train,0.04560557,False,supply_temp_c
2023-11-03 06:45:00,0.024257591,False,train,0.024257591,False,supply_temp_c
2023-11-03 18:45:00,0.020630771,False,train,0.020630771,False,supply_temp_c
2023-11-04 06:45:00,0.0171,False,train,0.0171,False,supply_temp_c
2023-11-04 18:45:00,0.022860529,False,train,0.022860529,False,supply_temp_c
2023-11-05 06:45:00,0.030174367,False,train,0.030174367,False,supply_temp_c
2023-11-05 18:45:00,0.051621962,False,train,0.051621962,False,supply_temp_c
2023-11-06 06:45:00,0.02259365,False,train,0.02259365,False,supply_temp_c
2023-11-06 18:45:00,0.017199194,False,train,0.017199194,False,supply_temp_c
2023-11-07 06:45:00,0.17486621,True,train,0.17486621,True,supply_temp_c
2023-11-07 18:45:00,0.18213345,True,train,0.18213345,True,supply_temp_c
2023-11-08 06:45:00,0.1358615,True,train,0.1358615,True,supply_temp_c
2023-11-08 18:45:00,0.023597106,False,train,0.023597106,False,supply_temp_c
2023-11-09 06:45:00,0.039411444,False,train,0.039411444,False,supply_temp_c
2023-11-09 18:45:00,0.028783133,False,train,0.028783133,False,supply_temp_c
2023-11-10 06:45:00,0.018268691,False,train,0.018268691,False,supply_temp_c
2023-11-10 18:45:00,0.022327095,False,train,0.022327095,False,supply_temp_c
2023-11-11 06:45:00,0.017190516,False,train,0.017190516,False,supply_temp_c
2023-11-11 18:45:00,0.013051252,False,train,0.013051252,False,supply_temp_c
2023-11-12 06:45:00,0.043997318,False,train,0.043997318,False,supply_temp_c
2023-11-13 06:45:00,0.06711743,False,train,0.06711743,False,supply_temp_c
2023-11-13 18:45:00,0.023732422,False,train,0.023732422,False,supply_temp_c
2023-11-14 06:45:00,0.023242658,False,train,0.023242658,False,supply_temp_c
2023-11-14 18:45:00,0.02496469,False,train,0.02496469,False,supply_temp_c
2023-11-15 06:45:00,0.025684992,False,train,0.025684992,False,supply_temp_c
2023-11-15 18:45:00,0.017003255,False,train,0.017003255,False,supply_temp_c
2023-11-16 06:45:00,0.022020243,False,train,0.022020243,False,supply_temp_c
2023-11-16 18:45:00,0.019972138,False,train,0.019972138,False,supply_temp_c
2023-11-17 06:45:00,0.016620288,False,train,0.016620288,False,supply_temp_c
2023-11-17 18:45:00,0.050425004,False,train,0.050425004,False,supply_temp_c
2023-11-18 18:45:00,0.039623987,False,train,0.039623987,False,supply_temp_c
2023-11-19 06:45:00,0.037651703,False,train,0.037651703,False,supply_temp_c
2023-11-20 06:45:00,0.02594425,False,train,0.02594425,False,supply_temp_c
2023-11-20 18:45:00,0.022674238,False,train,0.022674238,False,supply_temp_c
2023-11-21 06:45:00,0.031961624,False,train,0.031961624,False,supply_temp_c
2023-11-21 18:45:00,0.046677146,False,train,0.046677146,False,supply_temp_c
2023-11-22 06:45:00,0.035089046,False,train,0.035089046,False,supply_temp_c
2023-11-22 18:45:00,0.02117754,False,train,0.02117754,False,supply_temp_c
2023-11-23 06:45:00,0.017715978,False,train,0.017715978,False,supply_temp_c
2023-11-23 18:45:00,0.020417957,False,train,0.020417957,False,supply_temp_c
2023-11-24 06:45:00,0.033663403,False,train,0.033663403,False,supply_temp_c
2023-11-24 18:45:00,0.04436198,False,train,0.04436198,False,supply_temp_c
2023-11-25 06:45:00,0.02735913,False,train,0.02735913,False,supply_temp_c
2024-05-02 18:45:00,0.008894642,False,train,0.008894642,False,supply_temp_c
2024-05-03 06:45:00,0.007540203,False,train,0.007540203,False,supply_temp_c
2024-05-03 18:45:00,0.009235715,False,train,0.009235715,False,supply_temp_c
2024-05-04 06:45:00,0.014934818,False,train,0.014934818,False,supply_temp_c
2024-05-04 18:45:00,0.012462981,False,train,0.012462981,False,supply_temp_c
2024-05-05 06:45:00,0.008810375,False,train,0.008810375,False,supply_temp_c
2024-05-05 18:45:00,0.0144030275,False,train,0.0144030275,False,supply_temp_c
2024-05-06 06:45:00,0.033213638,False,train,0.033213638,False,supply_temp_c
2024-05-06 18:45:00,0.024830567,False,train,0.024830567,False,supply_temp_c
2024-05-07 06:45:00,0.026058132,False,train,0.026058132,False,supply_temp_c
2024-05-07 18:45:00,0.018536597,False,train,0.018536597,False,supply_temp_c
2024-05-08 06:45:00,0.01076159,False,train,0.01076159,False,supply_temp_c
2024-05-08 18:45:00,0.01721125,False,train,0.01721125,False,supply_temp_c
2024-05-09 06:45:00,0.01924715,False,train,0.01924715,False,supply_temp_c
2024-05-09 18:45:00,0.028256955,False,train,0.028256955,False,supply_temp_c
2024-05-10 06:45:00,0.023198813,False,train,0.023198813,False,supply_temp_c
2024-05-10 18:45:00,0.012542814,False,train,0.012542814,False,supply_temp_c
2024-05-11 06:45:00,0.018843928,False,train,0.018843928,False,supply_temp_c
2024-05-11 18:45:00,0.021467818,False,train,0.021467818,False,supply_temp_c
2024-05-12 06:45:00,0.01422675,False,train,0.01422675,False,supply_temp_c
2024-05-12 18:45:00,0.029085716,False,train,0.029085716,False,supply_temp_c
2024-05-13 06:45:00,0.028483601,False,train,0.028483601,False,supply_temp_c
2024-05-13 18:45:00,0.01287564,False,train,0.01287564,False,supply_temp_c
2024-05-14 06:45:00,0.013037845,False,train,0.013037845,False,supply_temp_c
2024-05-14 18:45:00,0.0131703615,False,train,0.0131703615,False,supply_temp_c
2024-05-15 06:45:00,0.009666218,False,train,0.009666218,False,supply_temp_c
2024-05-15 18:45:00,0.010270637,False,train,0.010270637,False,supply_temp_c
2024-05-16 06:45:00,0.012079279,False,train,0.012079279,False,supply_temp_c
2024-05-16 18:45:00,0.009744589,False,train,0.009744589,False,supply_temp_c
2024-05-17 06:45:00,0.007467028,False,train,0.007467028,False,supply_temp_c
2024-05-17 18:45:00,0.013314883,False,train,0.013314883,False,supply_temp_c
2024-05-18 06:45:00,0.0138950115,False,train,0.0138950115,False,supply_temp_c
2024-05-18 18:45:00,0.010687481,False,train,0.010687481,False,supply_temp_c
2024-05-19 06:45:00,0.010246909,False,train,0.010246909,False,supply_temp_c
2024-05-19 18:45:00,0.010529235,False,train,0.010529235,False,supply_temp_c
2024-05-20 06:45:00,0.009406502,False,train,0.009406502,False,supply_temp_c
2024-05-20 18:45:00,0.009009764,False,train,0.009009764,False,supply_temp_c
2024-05-21 06:45:00,0.008617547,False,train,0.008617547,False,supply_temp_c
2024-05-21 18:45:00,0.009995007,False,train,0.009995007,False,supply_temp_c
2024-05-22 06:45:00,0.0083896285,False,train,0.0083896285,False,supply_temp_c
2024-05-22 18:45:00,0.00860367,False,train,0.00860367,False,supply_temp_c
2024-05-23 06:45:00,0.0076579712,False,train,0.0076579712,False,supply_temp_c
2024-05-23 18:45:00,0.009032023,False,train,0.009032023,False,supply_temp_c
2024-05-24 06:45:00,0.007967393,False,train,0.007967393,False,supply_temp_c
2024-05-24 18:45:00,0.0066788346,False,train,0.0066788346,False,supply_temp_c
2024-05-25 06:45:00,0.008688676,False,train,0.008688676,False,supply_temp_c
2024-05-25 18:45:00,0.010033723,False,train,0.010033723,False,supply_temp_c
2024-05-26 06:45:00,0.01761428,False,train,0.01761428,False,supply_temp_c
2024-05-26 18:45:00,0.024868498,False,train,0.024868498,False,supply_temp_c
2024-05-27 06:45:00,0.022134231,False,train,0.022134231,False,supply_temp_c
2024-05-27 18:45:00,0.01670658,False,train,0.01670658,False,supply_temp_c
2024-05-28 06:45:00,0.024244657,False,train,0.024244657,False,supply_temp_c
2024-05-28 18:45:00,0.07162949,False,train,0.07162949,False,supply_temp_c
2024-05-29 06:45:00,0.05484848,False,train,0.05484848,False,supply_temp_c
2024-05-29 18:45:00,0.011603507,False,train,0.011603507,False,supply_temp_c
2024-05-30 06:45:00,0.008866475,False,train,0.008866475,False,supply_temp_c
2024-05-30 18:45:00,0.010494531,False,train,0.010494531,False,supply_temp_c
2024-05-31 06:45:00,0.013067715,False,train,0.013067715,False,supply_temp_c
2024-05-31 18:45:00,0.0128365075,False,train,0.0128365075,False,supply_temp_c
2024-06-01 06:45:00,0.008365446,False,train,0.008365446,False,supply_temp_c
2024-06-01 18:45:00,0.009774299,False,train,0.009774299,False,supply_temp_c
2024-06-02 06:45:00,0.014451481,False,train,0.014451481,False,supply_temp_c
2024-06-02 18:45:00,0.016698051,False,train,0.016698051,False,supply_temp_c
2024-06-03 06:45:00,0.013192058,False,train,0.013192058,False,supply_temp_c
2024-06-03 18:45:00,0.015329766,False,train,0.015329766,False,supply_temp_c
2024-06-04 06:45:00,0.014426905,False,train,0.014426905,False,supply_temp_c
2024-06-04 18:45:00,0.012498748,False,train,0.012498748,False,supply_temp_c
2024-06-05 06:45:00,0.016404478,False,train,0.016404478,False,supply_temp_c
2024-06-05 18:45:00,0.017464304,False,train,0.017464304,False,supply_temp_c
2024-06-06 06:45:00,0.014777002,False,train,0.014777002,False,supply_temp_c
2024-06-06 18:45:00,0.018369388,False,train,0.018369388,False,supply_temp_c
2024-06-07 06:45:00,0.020234263,False,train,0.020234263,False,supply_temp_c
2024-06-07 18:45:00,0.018409489,False,train,0.018409489,False,supply_temp_c
2024-06-08 06:45:00,0.01817997,False,train,0.01817997,False,supply_temp_c
2024-06-08 18:45:00,0.013898256,False,train,0.013898256,False,supply_temp_c
2024-06-09 06:45:00,0.01232497,False,train,0.01232497,False,supply_temp_c
2024-06-09 18:45:00,0.012149747,False,train,0.012149747,False,supply_temp_c
2024-06-10 06:45:00,0.016461376,False,train,0.016461376,False,supply_temp_c
2024-06-10 18:45:00,0.018044857,False,train,0.018044857,False,supply_temp_c
2024-06-11 06:45:00,0.010310363,False,train,0.010310363,False,supply_temp_c
2024-06-11 18:45:00,0.01215518,False,train,0.01215518,False,supply_temp_c
