rank,window_start,window_end,split,reconstruction_mse,dominant_anomalous_feature,resampled_points,median_supply_temp_c,median_return_temp_c,median_stabilized_flow_log_feature,supply_temp_c_reconstruction_mse,return_temp_c_reconstruction_mse,stabilized_flow_log_feature_reconstruction_mse,median_delta_t_c,min_delta_t_c,low_delta_t_anomaly_points,has_low_delta_t_overlap
1,2025-06-16 17:00:00,2025-06-17 17:00:00,test,1.1052167,stabilized_flow_log_feature,96,78.17499923706055,74.30000305175781,0.6590197728781362,0.14005204,0.17480876,3.000789,2.8199996948242188,-2.089996337890625,0,False
