epoch,train_loss
1,1.0746154983838399
2,0.8899995138247808
3,0.6234643136461576
4,0.3624512565632661
5,0.16168359977503619
6,0.07058049955715735
7,0.04380047166099151
8,0.031118189139912527
9,0.024408656638115644
10,0.020594481999675434
