sheet,resample_interval,window_hours,stride_hours,flow_feature_mode,min_delta_t_c,flow_clip_quantile,resampled_rows,windows,features,start,end,complete_rows,output
cons_abat_garriga,15min,24,12,raw,2.0,0.995,203212,1107,"supply_temp_c, return_temp_c, derived_flow_kg_s",2019-09-29 17:45:00,2025-07-16 12:30:00,53447,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\processed_data\autoencoder_windows_cons_abat_garriga.npz
