windows,train_windows,test_windows,features,model_scope,flow_feature_mode,threshold_train_p99,stabilized_flow_log_feature_threshold_train_p99,flagged_windows,model_path,scores_path,figure_path
323,258,65,stabilized_flow_log_feature,univariate,stabilized_log,0.9862803816795349,0.9862803816795349,3,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_hostatgeria_underfloor_hea_stabilized_log__stabilized_flow_log_feature.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_hostatgeria_underfloor_hea_stabilized_log__stabilized_flow_log_feature.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_hostatgeria_underfloor_hea_stabilized_log__stabilized_flow_log_feature.png
