windows,train_windows,test_windows,features,model_scope,flow_feature_mode,threshold_train_p99,supply_temp_c_threshold_train_p99,return_temp_c_threshold_train_p99,derived_flow_kg_s_threshold_train_p99,flagged_windows,model_path,scores_path,figure_path
951,760,191,"supply_temp_c, return_temp_c, derived_flow_kg_s",joint,raw,1.5346126556396484,0.41840216517448425,0.42709532380104065,3.747166872024536,10,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_abat_marcet.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_abat_marcet.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_abat_marcet.png
