window_start,reconstruction_mse,is_reconstruction_anomaly,split,supply_temp_c_reconstruction_mse,is_supply_temp_c_channel_anomaly,return_temp_c_reconstruction_mse,is_return_temp_c_channel_anomaly,stabilized_flow_log_feature_reconstruction_mse,is_stabilized_flow_log_feature_channel_anomaly,dominant_anomalous_feature
2023-09-13 18:45:00,0.14116584,False,train,0.12850279,False,0.10206563,False,0.19292909,False,stabilized_flow_log_feature
2023-09-14 06:45:00,0.13694574,False,train,0.111093126,False,0.084723435,False,0.21502067,False,stabilized_flow_log_feature
2023-09-14 18:45:00,0.15745829,False,train,0.11270032,False,0.10351696,False,0.25615755,False,stabilized_flow_log_feature
2023-09-15 06:45:00,0.17665143,False,train,0.14245772,False,0.14531118,False,0.24218543,False,stabilized_flow_log_feature
2023-09-15 18:45:00,0.15817457,False,train,0.160895,False,0.11613029,False,0.19749838,False,stabilized_flow_log_feature
2023-09-16 06:45:00,0.13674097,False,train,0.15369998,False,0.062963136,False,0.19355972,False,stabilized_flow_log_feature
2023-09-16 18:45:00,0.13890558,False,train,0.08552543,False,0.05348575,False,0.27770558,False,stabilized_flow_log_feature
2023-09-17 06:45:00,0.16395944,False,train,0.14706053,False,0.075609066,False,0.2692087,False,stabilized_flow_log_feature
2023-09-17 18:45:00,0.13211802,False,train,0.12438932,False,0.10985634,False,0.16210838,False,stabilized_flow_log_feature
2023-09-18 06:45:00,0.14166994,False,train,0.17492802,False,0.10370654,False,0.14637534,False,supply_temp_c
2023-09-18 18:45:00,0.1299797,False,train,0.105750404,False,0.08181848,False,0.20237023,False,stabilized_flow_log_feature
2023-09-19 06:45:00,0.12636392,False,train,0.098347835,False,0.05509227,False,0.22565162,False,stabilized_flow_log_feature
2023-09-19 18:45:00,0.110313736,False,train,0.07020331,False,0.039484274,False,0.22125363,False,stabilized_flow_log_feature
2023-09-20 06:45:00,0.10423477,False,train,0.057466466,False,0.06358077,False,0.19165711,False,stabilized_flow_log_feature
2023-09-21 18:45:00,0.20476969,False,train,0.25743428,False,0.1523294,False,0.20454533,False,supply_temp_c
2023-09-22 06:45:00,0.11842648,False,train,0.12972388,False,0.01969073,False,0.20586485,False,stabilized_flow_log_feature
2023-09-22 18:45:00,0.11543826,False,train,0.17538087,False,0.019028433,False,0.15190552,False,supply_temp_c
2023-09-23 06:45:00,0.13009787,False,train,0.20342803,False,0.034890357,False,0.15197521,False,supply_temp_c
2023-09-23 18:45:00,0.1402689,False,train,0.1554734,False,0.077880345,False,0.18745293,False,stabilized_flow_log_feature
2023-09-24 06:45:00,0.109323084,False,train,0.09173637,False,0.09345987,False,0.14277302,False,stabilized_flow_log_feature
2023-09-24 18:45:00,0.073663145,False,train,0.0737068,False,0.077079974,False,0.07020265,False,return_temp_c
2023-09-25 06:45:00,0.0730677,False,train,0.079035856,False,0.07982708,False,0.060340177,False,return_temp_c
2023-10-11 06:45:00,0.13741943,False,train,0.14263804,False,0.14693679,False,0.12268346,False,return_temp_c
2023-10-11 18:45:00,0.123311676,False,train,0.15067066,False,0.09716987,False,0.12209449,False,supply_temp_c
2023-10-12 06:45:00,0.116898604,False,train,0.12639642,False,0.08358085,False,0.14071856,False,stabilized_flow_log_feature
2023-10-12 18:45:00,0.10993156,False,train,0.1374849,False,0.052903917,False,0.13940589,False,stabilized_flow_log_feature
2023-10-13 06:45:00,0.11126317,False,train,0.14458923,False,0.08513069,False,0.10406959,False,supply_temp_c
2023-10-13 18:45:00,0.13798425,False,train,0.106595755,False,0.1225831,False,0.18477392,False,stabilized_flow_log_feature
2023-10-14 06:45:00,0.15010138,False,train,0.1115194,False,0.13024704,False,0.20853774,False,stabilized_flow_log_feature
2023-10-14 18:45:00,0.096373506,False,train,0.086461104,False,0.08159008,False,0.12106934,False,stabilized_flow_log_feature
2023-10-15 06:45:00,0.10618775,False,train,0.09997541,False,0.08831394,False,0.13027392,False,stabilized_flow_log_feature
2023-10-15 18:45:00,0.13769963,False,train,0.12064642,False,0.10149323,False,0.19095929,False,stabilized_flow_log_feature
2023-10-16 06:45:00,0.11890798,False,train,0.10589128,False,0.07530071,False,0.17553197,False,stabilized_flow_log_feature
2023-10-16 18:45:00,0.11222637,False,train,0.08922857,False,0.06309251,False,0.184358,False,stabilized_flow_log_feature
2023-10-17 06:45:00,0.11461607,False,train,0.09092025,False,0.058837477,False,0.19409049,False,stabilized_flow_log_feature
2023-10-17 18:45:00,0.15382113,False,train,0.13137354,False,0.12143746,False,0.20865238,False,stabilized_flow_log_feature
2023-10-22 18:45:00,0.19093426,False,train,0.17856014,False,0.17650385,False,0.21773879,False,stabilized_flow_log_feature
2023-10-27 06:45:00,0.16214986,False,train,0.15010701,False,0.1086289,False,0.2277137,False,stabilized_flow_log_feature
2023-10-27 18:45:00,0.18050021,False,train,0.17212395,False,0.15853532,False,0.2108414,False,stabilized_flow_log_feature
2023-11-01 06:45:00,0.21005699,False,train,0.2035144,False,0.14489275,False,0.28176382,False,stabilized_flow_log_feature
2023-11-02 06:45:00,0.2245776,False,train,0.23308189,False,0.14821042,False,0.29244056,False,stabilized_flow_log_feature
2023-11-02 18:45:00,0.22092968,False,train,0.22533631,False,0.18799615,False,0.24945658,False,stabilized_flow_log_feature
2023-11-03 06:45:00,0.15757212,False,train,0.16484956,False,0.10226762,False,0.20559919,False,stabilized_flow_log_feature
2023-11-03 18:45:00,0.1784063,False,train,0.19365412,False,0.10726357,False,0.23430121,False,stabilized_flow_log_feature
2023-11-04 06:45:00,0.16993849,False,train,0.18767995,False,0.09395561,False,0.22817987,False,stabilized_flow_log_feature
2023-11-04 18:45:00,0.17067377,False,train,0.19385399,False,0.092600465,False,0.22556686,False,stabilized_flow_log_feature
2023-11-05 06:45:00,0.17062558,False,train,0.19826718,False,0.12099367,False,0.19261591,False,supply_temp_c
2023-11-05 18:45:00,0.13261217,False,train,0.13527106,False,0.107900046,False,0.15466541,False,stabilized_flow_log_feature
2023-11-06 06:45:00,0.12770885,False,train,0.1368268,False,0.06653781,False,0.1797619,False,stabilized_flow_log_feature
2023-11-06 18:45:00,0.13557665,False,train,0.121434815,False,0.09844735,False,0.18684775,False,stabilized_flow_log_feature
2023-11-07 06:45:00,0.2560438,False,train,0.28333533,True,0.16932906,False,0.31546703,False,stabilized_flow_log_feature
2023-11-07 18:45:00,0.32230324,True,train,0.4031,True,0.20171106,False,0.3620988,False,supply_temp_c
2023-11-08 06:45:00,0.29737392,False,train,0.43843222,True,0.20553358,False,0.24815595,False,supply_temp_c
2023-11-08 18:45:00,0.18490508,False,train,0.23304163,False,0.12056592,False,0.20110768,False,supply_temp_c
2023-11-09 06:45:00,0.18992995,False,train,0.24178968,False,0.10726029,False,0.22073992,False,supply_temp_c
2023-11-09 18:45:00,0.16212799,False,train,0.18508433,False,0.07468309,False,0.22661658,False,stabilized_flow_log_feature
2023-11-10 06:45:00,0.17291205,False,train,0.18572713,False,0.094687365,False,0.2383216,False,stabilized_flow_log_feature
2023-11-10 18:45:00,0.16707194,False,train,0.17333126,False,0.11955985,False,0.20832472,False,stabilized_flow_log_feature
2023-11-11 06:45:00,0.1553825,False,train,0.2059576,False,0.0785026,False,0.18168728,False,supply_temp_c
2023-11-11 18:45:00,0.0976623,False,train,0.075946026,False,0.06098665,False,0.15605421,False,stabilized_flow_log_feature
2023-11-12 06:45:00,0.090623505,False,train,0.06747474,False,0.046463426,False,0.15793236,False,stabilized_flow_log_feature
2023-11-13 06:45:00,0.16919747,False,train,0.17029226,False,0.11420211,False,0.22309804,False,stabilized_flow_log_feature
