epoch,train_loss
1,1.137739896774292
2,0.9520866622527441
3,0.723580002784729
4,0.49303891013065976
5,0.3196150151391824
6,0.2586771448453267
7,0.22821316992243132
8,0.20891505603988966
9,0.19477413594722748
10,0.1840269515911738
