windows,train_windows,test_windows,features,flow_feature_mode,threshold_train_p99,supply_temp_c_threshold_train_p99,return_temp_c_threshold_train_p99,derived_flow_kg_s_threshold_train_p99,flagged_windows,model_path,scores_path,figure_path
323,258,65,"supply_temp_c, return_temp_c, derived_flow_kg_s",raw,2.2219605445861816,3.9556007385253906,1.2897173166275024,1.7676827907562256,4,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_hostatgeria_underfloor_hea.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_hostatgeria_underfloor_hea.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_hostatgeria_underfloor_hea.png
