cluster,windows,anomaly_windows,anomaly_rate,supply_median,return_median,flow_median,delta_t_median,delta_t_p05,active_fraction_mean
0,4528,19,0.004196113074204947,79.14500045776367,70.16999816894531,0.733022540807724,8.95250129699707,3.6200008392333984,0.9979166666666667
1,328,1,0.003048780487804878,78.04000091552734,45.428749084472656,0.06208547577261925,29.79000186920166,20.088749885559082,0.7937500000000001
2,359,8,0.022284122562674095,79.62000274658203,77.54000091552734,5.530060768127441,1.6100006103515625,0.160003662109375,0.9722222222222222
3,1420,34,0.023943661971830985,75.97750091552734,65.86000442504883,1.4431959390640259,8.674999237060547,3.082500457763672,0.99375
