rank,window_start,window_end,split,reconstruction_mse,dominant_anomalous_feature,resampled_points,median_supply_temp_c,median_return_temp_c,median_stabilized_flow_log_feature,supply_temp_c_reconstruction_mse,return_temp_c_reconstruction_mse,stabilized_flow_log_feature_reconstruction_mse,median_delta_t_c,min_delta_t_c,low_delta_t_anomaly_points,has_low_delta_t_overlap
1,2025-03-16 20:00:00,2025-03-17 20:00:00,train,0.7391646,supply_temp_c,96,78.52499771118164,65.30999755859375,0.5351668325912031,1.1180943,0.73756766,0.36183187,9.919998168945312,-10.860000610351562,0,False
