windows,train_windows,test_windows,features,flow_feature_mode,threshold_train_p99,supply_temp_c_threshold_train_p99,return_temp_c_threshold_train_p99,derived_flow_kg_s_threshold_train_p99,flagged_windows,model_path,scores_path,figure_path
1111,888,223,"supply_temp_c, return_temp_c, derived_flow_kg_s",raw,1.0632083415985107,0.43917810916900635,0.6953973174095154,2.473789691925049,9,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_nostra_senyora.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_nostra_senyora.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_nostra_senyora.png
