windows,train_windows,test_windows,features,model_scope,flow_feature_mode,threshold_method,threshold_value,supply_temp_c_threshold_value,return_temp_c_threshold_value,stabilized_flow_log_feature_threshold_value,flagged_windows,model_path,scores_path,figure_path
1075,860,215,"supply_temp_c, return_temp_c, stabilized_flow_log_feature",joint,stabilized_log,train_3sigma,0.35583484172821045,0.24665068089962006,0.33522307872772217,0.6923452019691467,50,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_hostatgeria_dhw_radiators_stabilized_log.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_hostatgeria_dhw_radiators_stabilized_log.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_hostatgeria_dhw_radiators_stabilized_log.png
