epoch,train_loss
1,1.0117147692612238
2,0.9247091966015952
3,0.736304691859654
4,0.5072158128023148
5,0.3642835404191698
6,0.2660174657191549
7,0.20433108615023748
8,0.1658588828785079
9,0.14373615011572838
10,0.12913648464850017
