epoch,train_loss
1,1.0353298229830605
2,0.9260366048131671
3,0.7363882639578411
4,0.5248027720621654
5,0.40187164502484457
6,0.33118194128785816
7,0.28511240439755575
8,0.24839390494993754
9,0.22091552828039443
10,0.198980090873582
