windows,train_windows,test_windows,features,flow_feature_mode,threshold_train_p99,supply_temp_c_threshold_train_p99,return_temp_c_threshold_train_p99,derived_flow_kg_s_threshold_train_p99,flagged_windows,model_path,scores_path,figure_path
1075,860,215,"supply_temp_c, return_temp_c, derived_flow_kg_s",raw,0.29769811034202576,0.2864131033420563,0.37025871872901917,0.22095339000225067,13,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_hostatgeria_dhw_radiators.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_hostatgeria_dhw_radiators.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_hostatgeria_dhw_radiators.png
