windows,train_windows,test_windows,features,model_scope,flow_feature_mode,threshold_train_p99,supply_temp_c_threshold_train_p99,return_temp_c_threshold_train_p99,derived_flow_kg_s_threshold_train_p99,flagged_windows,model_path,scores_path,figure_path
1107,885,222,"supply_temp_c, return_temp_c, derived_flow_kg_s",joint,raw,0.5080304145812988,0.3709771931171417,0.5537247061729431,0.9146110415458679,9,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_abat_garriga.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_abat_garriga.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_abat_garriga.png
