rank,window_start,window_end,split,reconstruction_mse,dominant_anomalous_feature,resampled_points,median_supply_temp_c,median_return_temp_c,median_derived_flow_kg_s,supply_temp_c_reconstruction_mse,return_temp_c_reconstruction_mse,derived_flow_kg_s_reconstruction_mse,median_delta_t_c,min_delta_t_c,low_delta_t_anomaly_points,has_low_delta_t_overlap
1,2024-07-29 18:45:00,2024-07-30 18:45:00,train,10.830531,derived_flow_kg_s,96,78.8600006,78.1200027,9.758331127527477,3.0823543,1.1850456,28.224197,0.07499694999999917,-4.330001899999999,0,False
2,2024-07-30 06:45:00,2024-07-31 06:45:00,train,9.602615,derived_flow_kg_s,96,78.087499625,76.89899904,7.771197372687402,3.104028,1.0994506,24.604368,0.13000105000000417,-4.330001899999999,0,False
3,2024-08-02 06:45:00,2024-08-03 06:45:00,train,6.1972866,derived_flow_kg_s,96,79.0500031,77.1299973,5.830582832587414,0.7892813,3.6349516,14.167626,0.16999819999999488,-5.2900008999999955,0,False
4,2024-07-28 18:45:00,2024-07-29 18:45:00,train,5.81334,derived_flow_kg_s,96,78.0400009,76.2300034,4.9128275752086505,2.4975452,0.6427088,14.299767,0.20499804999999327,-4.970001199999999,0,False
5,2024-07-28 06:45:00,2024-07-29 06:45:00,train,5.7148886,derived_flow_kg_s,96,78.6662511625,77.0399971,3.4176496436522505,2.5136852,0.6340705,13.99691,0.6699981999999949,-4.970001199999999,0,False
6,2024-07-30 18:45:00,2024-07-31 18:45:00,train,5.1017666,derived_flow_kg_s,96,78.87125015000001,77.1600037,5.573643203889869,0.5796588,0.9867794,13.738861,0.09000010000000458,-4.600006100000002,0,False
