epoch,train_loss
1,0.6951887488365174
2,0.741227662563324
3,0.6578762531280518
4,0.6120025873184204
5,0.8879722952842712
6,0.6216531753540039
7,0.5799741744995117
8,0.5259978950023652
9,0.5362266838550568
10,0.501095324754715
