epoch,train_loss
1,1.112286627292633
2,1.0136410806860243
3,0.8237249638353076
4,0.5890696495771408
5,0.4596519959824426
6,0.366727352142334
7,0.3002246990799904
8,0.239527057324137
9,0.1964536245380129
10,0.16368754633835383
