sheet,window_start,split,flow_feature_mode,reconstruction_mse,dominant_anomalous_feature,supply_median,supply_std,return_median,return_std,flow_median,flow_std,delta_t_median,delta_t_p05,delta_t_min,active_fraction_mean,supply_temp_c_reconstruction_mse,return_temp_c_reconstruction_mse,stabilized_flow_log_feature_reconstruction_mse,anomaly_cluster,distance_to_center,pca_1,pca_2
cons_hostatgeria_DHW_radiators,2025-06-23 17:00:00,test,stabilized_log,0.6405738,stabilized_flow_log_feature,81.4800033569336,2.171787977218628,75.10499572753906,2.4035849571228027,0.3573411703109741,0.2714081406593323,5.305000305175781,1.1874961853027344,0.15000152587890625,0.96875,0.12714384,0.1930454,1.6015321,0,1.1645202306596156,-1.2758288931749717,-1.8621616905700646
cons_hostatgeria_DHW_radiators,2025-06-24 05:00:00,test,stabilized_log,0.48977306,stabilized_flow_log_feature,81.47999572753906,2.6086881160736084,75.09500122070312,2.1224801540374756,0.37242749333381653,0.23610450327396393,5.310001373291016,1.862497329711914,0.1699981689453125,0.9520833333333334,0.17452854,0.1414624,1.1533281,0,0.9045623140838405,-1.2246735571418126,-1.679787939911374
cons_hostatgeria_DHW_radiators,2025-06-24 17:00:00,test,stabilized_log,0.51397634,stabilized_flow_log_feature,81.66999816894531,2.681879758834839,75.04499816894531,1.9646483659744263,0.42784470319747925,0.24416418373584747,5.870002746582031,1.5512523651123047,0.1699981689453125,0.9520833333333334,0.16945897,0.10755581,1.2649145,0,0.806156675325233,-1.2876124723777225,-1.6685073792636567
cons_hostatgeria_DHW_radiators,2025-06-25 05:00:00,test,stabilized_log,0.4065339,stabilized_flow_log_feature,81.09500122070312,2.865950345993042,74.63499450683594,2.086888074874878,0.48506981134414673,0.24014601111412048,6.030002593994141,1.8725013732910156,1.2599945068359375,0.9541666666666666,0.13937786,0.122464,0.95775986,0,0.8655943998522064,-1.1938535808521507,-1.4861396225933576
cons_hostatgeria_DHW_radiators,2025-06-26 05:00:00,test,stabilized_log,0.3703522,stabilized_flow_log_feature,80.40499877929688,3.8190324306488037,74.20500183105469,2.601046085357666,0.45619189739227295,0.25283458828926086,5.685001373291016,1.3874988555908203,0.410003662109375,0.9854166666666666,0.12682627,0.13855805,0.84567237,0,0.9938562701554204,-1.3257080407623745,-1.2002261291761311
cons_hostatgeria_DHW_radiators,2025-06-26 17:00:00,test,stabilized_log,0.3969242,stabilized_flow_log_feature,80.71499633789062,2.6158666610717773,74.625,1.7177435159683228,0.4357311725616455,0.23137415945529938,6.539997100830078,2.2974987030029297,1.4899978637695312,0.99375,0.08050999,0.104692616,1.00557,0,1.17518323271086,-1.1616557896719057,-1.7690011477967131
cons_hostatgeria_DHW_radiators,2025-06-27 05:00:00,test,stabilized_log,0.4476694,stabilized_flow_log_feature,80.65499877929688,2.5746240615844727,74.66000366210938,1.6673548221588135,0.4687119126319885,0.24930603802204132,6.415000915527344,2.1374950408935547,0.6100006103515625,0.9875000000000002,0.09421102,0.11522705,1.1335701,0,0.9678593295609397,-1.2836292459667118,-1.710998118114616
cons_hostatgeria_DHW_radiators,2025-06-27 17:00:00,test,stabilized_log,0.39252803,stabilized_flow_log_feature,80.74000549316406,2.7699997425079346,74.58499908447266,1.9238591194152832,0.4678086042404175,0.2287367284297943,6.3249969482421875,2.2699966430664062,0.6100006103515625,0.9875000000000002,0.10978777,0.12263157,0.94516474,0,1.0730126066162367,-1.2481669288950055,-1.6023877545537342
cons_hostatgeria_DHW_radiators,2025-06-29 17:00:00,test,stabilized_log,0.3761519,stabilized_flow_log_feature,79.97999572753906,5.870954513549805,73.81500244140625,3.4629368782043457,0.47421911358833313,0.26489099860191345,4.674999237060547,0.7049999237060547,0.1699981689453125,0.9125,0.13656257,0.14655417,0.845339,0,0.9807458094621314,-1.2671730906947716,-0.5612441919784046
cons_hostatgeria_DHW_radiators,2025-06-30 05:00:00,test,stabilized_log,0.39321974,stabilized_flow_log_feature,68.08000183105469,5.170663356781006,67.19999694824219,3.1439263820648193,0.5497369766235352,0.22098545730113983,1.1399993896484375,0.20999908447265625,0.09999847412109375,0.7104166666666667,0.20617954,0.22544646,0.7480332,0,3.1328189070374823,-0.7152880405558489,0.011682705457537452
cons_hostatgeria_DHW_radiators,2025-06-30 17:00:00,test,stabilized_log,0.48811468,stabilized_flow_log_feature,67.93000030517578,1.2481764554977417,67.01000213623047,0.7731125950813293,0.5046197772026062,0.22801998257637024,0.9249992370605469,0.20999908447265625,0.09999847412109375,0.6687500000000001,0.26485202,0.23197858,0.96751356,0,3.5693853489056075,-0.7331124570926009,-0.9294660783240128
cons_hostatgeria_DHW_radiators,2025-07-01 05:00:00,test,stabilized_log,0.45574018,stabilized_flow_log_feature,69.44499969482422,3.9047927856445312,67.10499572753906,2.906296491622925,0.4868711829185486,0.22314991056919098,2.737499237060547,0.3625011444091797,0.15999603271484375,0.8541666666666666,0.27375698,0.19863887,0.89482456,0,1.7130464637802554,-0.8205329232836279,-0.6054628851059397
cons_hostatgeria_DHW_radiators,2025-07-02 05:00:00,test,stabilized_log,0.46038336,stabilized_flow_log_feature,73.69000244140625,2.7986769676208496,71.94000244140625,2.531726121902466,0.5610902309417725,0.2749035954475403,2.3850021362304688,0.23999977111816406,0.06999969482421875,0.8020833333333334,0.16364037,0.18225415,1.0352558,0,1.753156791866624,-1.2340448367324264,-0.7422900120197075
cons_hostatgeria_DHW_radiators,2025-07-02 17:00:00,test,stabilized_log,0.62208784,stabilized_flow_log_feature,73.7699966430664,2.0943944454193115,72.28250122070312,2.430028200149536,0.5668044090270996,0.2982690930366516,1.6349983215332031,0.22750091552734375,0.06999969482421875,0.71875,0.17921239,0.23591137,1.4511399,0,2.693020872649339,-1.1170950050273598,-0.8561697279642435
cons_hostatgeria_DHW_radiators,2025-07-03 05:00:00,test,stabilized_log,0.4071998,stabilized_flow_log_feature,75.78999328613281,4.128397464752197,72.75,2.669041872024536,0.5067384839057922,0.25380179286003113,4.575000762939453,1.0083389282226562,0.160003662109375,0.8541666666666666,0.13399614,0.17055964,0.9170436,0,1.1533934971579487,-1.1020018551752686,-0.7678981455422588
cons_nostra_senyora,2024-09-21 20:00:00,train,stabilized_log,0.5326786,stabilized_flow_log_feature,50.18000030517578,7.293123722076416,43.18499755859375,6.014265060424805,0.011161512695252895,0.0026143896393477917,6.380001068115234,3.6950016021728516,2.6100006103515625,1.0,0.3794198,0.40646374,0.8121522,1,4.631298141997225,1.9055511216541179,-0.4335373350665794
cons_nostra_senyora,2024-09-22 08:00:00,train,stabilized_log,0.65847963,stabilized_flow_log_feature,46.80500030517578,1.5746634006500244,40.25,1.011030912399292,0.010514532215893269,0.002783634699881077,6.960000991821289,4.955000877380371,3.3500022888183594,1.0,0.47658768,0.49343994,1.0054113,1,5.648758445767801,2.1332982895224726,-2.059444205713691
cons_nostra_senyora,2024-09-22 20:00:00,train,stabilized_log,0.71180135,stabilized_flow_log_feature,46.779998779296875,4.771364212036133,39.880001068115234,2.202378273010254,0.010592699982225895,0.0027792772743850946,7.079998016357422,3.299999237060547,3.029998779296875,0.9666666666666667,0.47095433,0.5793206,1.085129,1,5.317153385194968,2.236534752760799,-1.34445638481306
cons_nostra_senyora,2024-09-23 08:00:00,train,stabilized_log,0.54470974,stabilized_flow_log_feature,64.1500015258789,17.263578414916992,44.29499816894531,10.787139892578125,0.012240939773619175,0.002339144703000784,18.235002517700195,3.299999237060547,3.029998779296875,0.9666666666666667,0.4320004,0.5590226,0.64310634,1,4.447784198698695,2.942357778169071,1.5158982964927987
cons_nostra_senyora,2025-02-28 08:00:00,train,stabilized_log,0.44760397,return_temp_c,70.33000183105469,8.387953758239746,61.04499816894531,8.111104011535645,0.6032906770706177,0.3433384299278259,11.010000228881836,0.4499988555908203,0.04999542236328125,0.975,0.29149225,0.8165168,0.234803,1,1.3592936675888487,0.08001453853203104,1.3379941833760276
cons_nostra_senyora,2025-02-28 20:00:00,train,stabilized_log,0.47961652,return_temp_c,64.1199951171875,9.468282699584961,57.38500213623047,10.6337251663208,0.6225393414497375,0.32558050751686096,11.22500228881836,0.4324989318847656,0.04999542236328125,0.9604166666666668,0.31210867,0.83972377,0.28701723,1,1.6892388140219423,0.47909221482964803,2.017676761701434
cons_nostra_senyora,2025-03-01 08:00:00,train,stabilized_log,0.40752423,return_temp_c,78.33999633789062,8.214573860168457,61.52000045776367,9.124534606933594,0.5397558212280273,0.33014485239982605,13.039997100830078,1.8125009536743164,0.3250007629394531,0.9854166666666666,0.38455823,0.6254308,0.21258365,1,1.498597836353177,0.15729045160536534,1.186488076780663
cons_nostra_senyora,2025-03-01 20:00:00,train,stabilized_log,0.39168274,return_temp_c,78.55500030517578,3.243964672088623,60.744998931884766,5.7971320152282715,0.5008484125137329,0.31066253781318665,16.19500160217285,7.197505950927734,1.6500015258789062,1.0,0.43535805,0.5611952,0.17849486,1,2.4145106003657477,0.723072225539557,-0.3584080096917746
cons_nostra_senyora,2025-03-09 08:00:00,train,stabilized_log,0.44499582,return_temp_c,80.14500427246094,2.2386019229888916,68.73500061035156,8.663702964782715,0.455416202545166,0.424287885427475,10.53499984741211,4.682502746582031,0.18000030517578125,0.9916666666666667,0.36646536,0.7735114,0.1950107,1,2.600652045425842,-0.22407917519734719,0.20043883388080985
cons_nostra_senyora,2025-03-09 20:00:00,train,stabilized_log,0.5365408,return_temp_c,78.83499908447266,3.9239325523376465,62.41999816894531,7.486454486846924,0.45096680521965027,0.3368431329727173,13.15999984741211,6.888751983642578,1.0,0.99375,0.51559204,0.87909055,0.21494001,1,2.0593049546112407,0.7376888587246997,0.01078607503613675
cons_nostra_senyora,2025-03-10 08:00:00,train,stabilized_log,0.5247288,return_temp_c,78.53500366210938,4.22127103805542,61.154998779296875,6.386845588684082,0.4518556594848633,0.32413551211357117,13.520000457763672,7.734999656677246,1.0,1.0,0.5144515,0.84679914,0.21293576,1,2.159875094539091,0.8434382808722046,-0.17211572707259523
cons_nostra_senyora,2025-03-10 20:00:00,train,stabilized_log,0.4232464,return_temp_c,76.41000366210938,5.344707489013672,60.86499786376953,6.465752124786377,0.45734208822250366,0.39186882972717285,12.084997177124023,6.369998931884766,4.990001678466797,1.0,0.36191043,0.7479674,0.15986149,1,2.169270251506257,0.8822279163209219,0.0615033976325095
cons_nostra_senyora,2025-03-13 08:00:00,train,stabilized_log,0.43304148,return_temp_c,73.09500122070312,6.130569934844971,61.54999923706055,7.897259712219238,0.7111899256706238,0.4372290074825287,9.420000076293945,4.572498321533203,1.8300018310546875,1.0,0.44152603,0.7006671,0.15693139,1,1.8768101842649674,0.07446472259844689,1.0289443848649407
cons_nostra_senyora,2025-03-13 20:00:00,train,stabilized_log,0.42307335,return_temp_c,73.85499572753906,4.755306243896484,62.73500061035156,7.799306392669678,0.7111899256706238,0.4408663809299469,10.844999313354492,5.6100053787231445,2.6800003051757812,0.9916666666666667,0.43668738,0.6992316,0.13330092,1,2.0847999824481147,0.2345865115329933,0.7508864840892507
cons_nostra_senyora,2025-03-16 20:00:00,train,stabilized_log,0.7391646,supply_temp_c,77.98500061035156,11.673187255859375,61.27880859375,11.793622016906738,0.5590033531188965,0.39494824409484863,11.869998931884766,2.803823471069336,2.1300010681152344,0.8250000000000001,1.1180943,0.73756766,0.36183187,1,2.095628464948418,1.1061551710685593,2.4086296943426033
cons_nostra_senyora,2025-03-17 08:00:00,train,stabilized_log,0.6646876,supply_temp_c,77.44999694824219,11.357927322387695,60.400001525878906,10.501852989196777,0.19197456538677216,0.3638594448566437,12.150001525878906,2.803823471069336,2.1300010681152344,0.8250000000000001,0.99895,0.61903226,0.3760806,1,2.216986233915224,1.3198273891231618,1.7521761116982093
cons_nostra_senyora,2025-03-19 20:00:00,train,stabilized_log,0.40124002,return_temp_c,78.31500244140625,7.222385406494141,68.72999572753906,9.693882942199707,0.4693830609321594,0.4181670546531677,10.080001831054688,3.845783233642578,0.25,0.8125,0.4480609,0.5703304,0.18532874,1,2.274604067793225,0.05341664716657935,1.4372455807162399
cons_nostra_senyora,2025-03-20 08:00:00,train,stabilized_log,0.40781152,return_temp_c,77.93000030517578,7.238814353942871,68.77999877929688,9.824108123779297,0.5059386491775513,0.43225157260894775,9.694999694824219,4.2587432861328125,0.25,0.875,0.4594179,0.5764131,0.1876036,1,1.9936427378016135,-0.06968799741238887,1.401503831695844
