windows,train_windows,test_windows,features,model_scope,flow_feature_mode,threshold_train_p99,supply_temp_c_threshold_train_p99,flagged_windows,model_path,scores_path,figure_path
955,764,191,supply_temp_c,univariate,stabilized_log,0.11640016734600067,0.11640016734600067,8,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_abat_oliba_stabilized_log__supply_temp_c.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_abat_oliba_stabilized_log__supply_temp_c.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_abat_oliba_stabilized_log__supply_temp_c.png
