epoch,train_loss
1,1.1064952562252681
2,1.0308729161818821
3,0.8871995806694031
4,0.6658326586087545
5,0.5074822753667831
6,0.39579760779937107
7,0.3140550379951795
8,0.2549167449275653
9,0.20935430750250816
10,0.17566636390984058
