epoch,train_loss
1,1.0904876462050848
2,0.9929096187864032
3,0.8043020154748645
4,0.5648243725299835
5,0.4297221750020981
6,0.34041610785893034
7,0.2734031943338258
8,0.21750098360436304
9,0.17284978287560598
10,0.1418148364339556
