epoch,train_loss
1,1.0757708599170048
2,0.9971209615468979
3,0.8678671022256216
4,0.6841432054837545
5,0.5096165239810944
6,0.40463729202747345
7,0.3401645024617513
8,0.28809670234719914
9,0.23791871468226114
10,0.19411937395731607
