epoch,train_loss
1,1.0777918646732967
2,1.0004696647326152
3,0.85561370352904
4,0.6357876161734263
5,0.4834840993086497
6,0.37685853739579517
7,0.2883764070769151
8,0.21628997723261514
9,0.16744417573014894
10,0.13211079873144627
