windows,train_windows,test_windows,features,model_scope,flow_feature_mode,threshold_train_p99,supply_temp_c_threshold_train_p99,return_temp_c_threshold_train_p99,derived_flow_kg_s_threshold_train_p99,flagged_windows,model_path,scores_path,figure_path
1113,890,223,"supply_temp_c, return_temp_c, derived_flow_kg_s",joint,raw,0.6386291980743408,0.2612203359603882,0.2737768292427063,1.6309322118759155,9,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_abat_cisneros.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_abat_cisneros.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_abat_cisneros.png
