rank,window_start,window_end,split,reconstruction_mse,dominant_anomalous_feature,resampled_points,median_supply_temp_c,median_return_temp_c,median_derived_flow_kg_s,supply_temp_c_reconstruction_mse,return_temp_c_reconstruction_mse,derived_flow_kg_s_reconstruction_mse,median_delta_t_c,min_delta_t_c,low_delta_t_anomaly_points,has_low_delta_t_overlap
1,2024-09-21 22:45:00,2024-09-22 22:45:00,train,5.685512,derived_flow_kg_s,96,48.91999816894531,47.78249931335449,2.70174994134178,1.4182998,0.32987538,15.30836,0.5600013732910156,-4.569999694824219,0,False
2,2024-09-21 10:45:00,2024-09-22 10:45:00,train,5.546476,derived_flow_kg_s,96,65.92999935150146,61.97999954223633,2.4872411110977684,1.1395941,0.31649914,15.183335,4.299999237060547,-4.569999694824219,0,False
3,2024-03-25 10:45:00,2024-03-26 10:45:00,train,2.8048635,derived_flow_kg_s,96,78.5250015258789,73.67000198364258,2.5972290723233584,0.40899786,0.5849169,7.4206753,1.589996337890625,-12.479995727539062,0,False
4,2024-03-25 22:45:00,2024-03-26 22:45:00,train,2.7829847,derived_flow_kg_s,96,79.0199966430664,75.34000015258789,2.6103627962135576,0.39203188,0.49951568,7.4574065,1.589996337890625,-8.020004272460938,0,False
5,2024-04-22 10:45:00,2024-04-23 10:45:00,train,2.6843956,derived_flow_kg_s,96,70.91999816894531,65.48999786376953,2.561673020676089,0.37060568,0.33918944,7.3433914,5.69000244140625,-9.609996795654297,0,False
6,2024-04-21 22:45:00,2024-04-22 22:45:00,train,2.6193373,derived_flow_kg_s,96,71.25,67.38999938964844,2.1935653851605728,0.42072716,0.26399577,7.173288,5.200004577636719,-7.530002593994141,0,False
