epoch,train_loss
1,1.0225720802942913
2,0.995224138100942
3,0.9221798512670729
4,0.8165717257393731
5,0.7068469060791863
6,0.5965110328462389
7,0.5077653692828284
8,0.44524959723154706
9,0.3974563611878289
10,0.35986652970314026
