windows,train_windows,test_windows,features,model_scope,flow_feature_mode,threshold_method,threshold_value,supply_temp_c_threshold_value,return_temp_c_threshold_value,stabilized_flow_log_feature_threshold_value,flagged_windows,model_path,scores_path,figure_path
323,258,65,"supply_temp_c, return_temp_c, stabilized_flow_log_feature",joint,stabilized_log,train_3sigma,1.5388234853744507,2.8308730125427246,1.2247692346572876,1.230525016784668,5,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_hostatgeria_underfloor_hea_stabilized_log.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_hostatgeria_underfloor_hea_stabilized_log.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_hostatgeria_underfloor_hea_stabilized_log.png
