windows,train_windows,test_windows,features,model_scope,flow_feature_mode,threshold_method,threshold_value,supply_temp_c_threshold_value,return_temp_c_threshold_value,stabilized_flow_log_feature_threshold_value,flagged_windows,model_path,scores_path,figure_path
1113,890,223,"supply_temp_c, return_temp_c, stabilized_flow_log_feature",joint,stabilized_log,train_3sigma,0.3121674358844757,0.1809854507446289,0.25005775690078735,0.603550910949707,4,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_abat_cisneros_stabilized_log.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_abat_cisneros_stabilized_log.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_abat_cisneros_stabilized_log.png
