window_start,reconstruction_mse,is_reconstruction_anomaly,split,return_temp_c_reconstruction_mse,is_return_temp_c_channel_anomaly,dominant_anomalous_feature
2023-11-21 18:45:00,0.012388532,False,train,0.012388532,False,return_temp_c
2023-11-22 06:45:00,0.006422049,False,train,0.006422049,False,return_temp_c
2023-11-22 18:45:00,0.008893429,False,train,0.008893429,False,return_temp_c
2023-11-23 06:45:00,0.01608302,False,train,0.01608302,False,return_temp_c
2023-11-23 18:45:00,0.015996926,False,train,0.015996926,False,return_temp_c
2023-11-24 06:45:00,0.021817295,False,train,0.021817295,False,return_temp_c
2023-11-24 18:45:00,0.011834759,False,train,0.011834759,False,return_temp_c
2023-11-25 06:45:00,0.0110798925,False,train,0.0110798925,False,return_temp_c
2024-05-02 18:45:00,0.014067599,False,train,0.014067599,False,return_temp_c
2024-05-03 06:45:00,0.014396331,False,train,0.014396331,False,return_temp_c
2024-05-03 18:45:00,0.021575132,False,train,0.021575132,False,return_temp_c
2024-05-04 06:45:00,0.014311002,False,train,0.014311002,False,return_temp_c
2024-05-04 18:45:00,0.008205366,False,train,0.008205366,False,return_temp_c
2024-05-05 06:45:00,0.011947862,False,train,0.011947862,False,return_temp_c
2024-05-05 18:45:00,0.014597801,False,train,0.014597801,False,return_temp_c
2024-05-06 06:45:00,0.012368572,False,train,0.012368572,False,return_temp_c
2024-05-06 18:45:00,0.015692288,False,train,0.015692288,False,return_temp_c
2024-05-07 06:45:00,0.018854987,False,train,0.018854987,False,return_temp_c
2024-05-07 18:45:00,0.007751856,False,train,0.007751856,False,return_temp_c
2024-05-08 06:45:00,0.013853751,False,train,0.013853751,False,return_temp_c
2024-05-08 18:45:00,0.024703035,False,train,0.024703035,False,return_temp_c
2024-05-09 06:45:00,0.018019522,False,train,0.018019522,False,return_temp_c
2024-05-09 18:45:00,0.01601599,False,train,0.01601599,False,return_temp_c
2024-05-10 06:45:00,0.019971585,False,train,0.019971585,False,return_temp_c
2024-05-10 18:45:00,0.020892384,False,train,0.020892384,False,return_temp_c
2024-05-11 06:45:00,0.01841857,False,train,0.01841857,False,return_temp_c
2024-05-11 18:45:00,0.02278242,False,train,0.02278242,False,return_temp_c
2024-05-12 06:45:00,0.009034232,False,train,0.009034232,False,return_temp_c
2024-05-12 18:45:00,0.012917181,False,train,0.012917181,False,return_temp_c
2024-05-13 06:45:00,0.01501039,False,train,0.01501039,False,return_temp_c
2024-05-13 18:45:00,0.019352574,False,train,0.019352574,False,return_temp_c
2024-05-14 06:45:00,0.015645508,False,train,0.015645508,False,return_temp_c
2024-05-14 18:45:00,0.01311799,False,train,0.01311799,False,return_temp_c
2024-05-15 06:45:00,0.014462505,False,train,0.014462505,False,return_temp_c
2024-05-15 18:45:00,0.011871808,False,train,0.011871808,False,return_temp_c
2024-05-16 06:45:00,0.020639084,False,train,0.020639084,False,return_temp_c
2024-05-16 18:45:00,0.0136832,False,train,0.0136832,False,return_temp_c
2024-05-17 06:45:00,0.0096624615,False,train,0.0096624615,False,return_temp_c
2024-05-17 18:45:00,0.008688206,False,train,0.008688206,False,return_temp_c
2024-05-18 06:45:00,0.018812465,False,train,0.018812465,False,return_temp_c
2024-05-18 18:45:00,0.013662812,False,train,0.013662812,False,return_temp_c
2024-05-19 06:45:00,0.020312984,False,train,0.020312984,False,return_temp_c
2024-05-19 18:45:00,0.0072260224,False,train,0.0072260224,False,return_temp_c
2024-05-20 06:45:00,0.013276589,False,train,0.013276589,False,return_temp_c
2024-05-20 18:45:00,0.010670203,False,train,0.010670203,False,return_temp_c
2024-05-21 06:45:00,0.012475103,False,train,0.012475103,False,return_temp_c
2024-05-21 18:45:00,0.010540065,False,train,0.010540065,False,return_temp_c
2024-05-22 06:45:00,0.013144258,False,train,0.013144258,False,return_temp_c
2024-05-22 18:45:00,0.018417137,False,train,0.018417137,False,return_temp_c
2024-05-23 06:45:00,0.011833389,False,train,0.011833389,False,return_temp_c
2024-05-23 18:45:00,0.012237366,False,train,0.012237366,False,return_temp_c
2024-05-24 06:45:00,0.016532743,False,train,0.016532743,False,return_temp_c
2024-05-24 18:45:00,0.029093936,False,train,0.029093936,False,return_temp_c
2024-05-25 06:45:00,0.03034842,False,train,0.03034842,False,return_temp_c
2024-05-25 18:45:00,0.036355015,False,train,0.036355015,False,return_temp_c
2024-05-26 06:45:00,0.010734801,False,train,0.010734801,False,return_temp_c
2024-05-26 18:45:00,0.011985878,False,train,0.011985878,False,return_temp_c
2024-05-27 06:45:00,0.014947738,False,train,0.014947738,False,return_temp_c
2024-05-27 18:45:00,0.01184535,False,train,0.01184535,False,return_temp_c
2024-05-28 06:45:00,0.008154243,False,train,0.008154243,False,return_temp_c
2024-05-28 18:45:00,0.022553103,False,train,0.022553103,False,return_temp_c
2024-05-29 06:45:00,0.029917337,False,train,0.029917337,False,return_temp_c
2024-05-29 18:45:00,0.019064423,False,train,0.019064423,False,return_temp_c
2024-05-30 06:45:00,0.017997364,False,train,0.017997364,False,return_temp_c
2024-05-30 18:45:00,0.012670942,False,train,0.012670942,False,return_temp_c
2024-05-31 06:45:00,0.018432299,False,train,0.018432299,False,return_temp_c
2024-05-31 18:45:00,0.013504625,False,train,0.013504625,False,return_temp_c
2024-06-01 06:45:00,0.0135105625,False,train,0.0135105625,False,return_temp_c
2024-06-01 18:45:00,0.014329224,False,train,0.014329224,False,return_temp_c
2024-06-02 06:45:00,0.013980043,False,train,0.013980043,False,return_temp_c
2024-06-02 18:45:00,0.01618316,False,train,0.01618316,False,return_temp_c
2024-06-03 06:45:00,0.0072585396,False,train,0.0072585396,False,return_temp_c
2024-06-03 18:45:00,0.016409168,False,train,0.016409168,False,return_temp_c
2024-06-04 06:45:00,0.01985233,False,train,0.01985233,False,return_temp_c
2024-06-04 18:45:00,0.02026589,False,train,0.02026589,False,return_temp_c
2024-06-05 06:45:00,0.017553447,False,train,0.017553447,False,return_temp_c
2024-06-05 18:45:00,0.017515684,False,train,0.017515684,False,return_temp_c
2024-06-06 06:45:00,0.02142754,False,train,0.02142754,False,return_temp_c
2024-06-06 18:45:00,0.023064284,False,train,0.023064284,False,return_temp_c
2024-06-07 06:45:00,0.01693915,False,train,0.01693915,False,return_temp_c
2024-06-07 18:45:00,0.016693609,False,train,0.016693609,False,return_temp_c
2024-06-08 06:45:00,0.015447876,False,train,0.015447876,False,return_temp_c
2024-06-08 18:45:00,0.014939844,False,train,0.014939844,False,return_temp_c
2024-06-09 06:45:00,0.012371083,False,train,0.012371083,False,return_temp_c
2024-06-09 18:45:00,0.008122033,False,train,0.008122033,False,return_temp_c
2024-06-10 06:45:00,0.013313115,False,train,0.013313115,False,return_temp_c
2024-06-10 18:45:00,0.0094648,False,train,0.0094648,False,return_temp_c
2024-06-11 06:45:00,0.018946376,False,train,0.018946376,False,return_temp_c
2024-06-11 18:45:00,0.010303424,False,train,0.010303424,False,return_temp_c
2024-06-12 06:45:00,0.010698665,False,train,0.010698665,False,return_temp_c
2024-06-12 18:45:00,0.007072849,False,train,0.007072849,False,return_temp_c
2024-06-13 06:45:00,0.0068189255,False,train,0.0068189255,False,return_temp_c
2024-06-13 18:45:00,0.009651237,False,train,0.009651237,False,return_temp_c
