epoch,train_loss
1,1.1400347352027893
2,1.0380494253976005
3,0.879693193095071
4,0.6721733936241695
5,0.5409390638981547
6,0.4574017343776567
7,0.3555495260017259
8,0.25761712182845387
9,0.17170678292001998
10,0.11442313396504947
