rank,window_start,window_end,split,reconstruction_mse,dominant_anomalous_feature,resampled_points,median_supply_temp_c,median_return_temp_c,median_stabilized_flow_log_feature,supply_temp_c_reconstruction_mse,return_temp_c_reconstruction_mse,stabilized_flow_log_feature_reconstruction_mse,median_delta_t_c,min_delta_t_c,low_delta_t_anomaly_points,has_low_delta_t_overlap
1,2025-03-17 06:45:00,2025-03-18 06:45:00,train,0.37135985,stabilized_flow_log_feature,96,78.6400032043457,64.5099983215332,1.11806786563244,0.16400369,0.34730458,0.6027712,12.03499984741211,-0.1699981689453125,0,False
2,2024-08-08 18:45:00,2024-08-09 18:45:00,train,0.33831108,stabilized_flow_log_feature,96,60.32500076293945,53.46500015258789,0.34151730148636716,0.2945679,0.35131744,0.3690479,6.180000305175781,-1.8300018310546875,0,False
3,2025-03-19 18:45:00,2025-03-20 18:45:00,train,0.33324414,stabilized_flow_log_feature,96,79.84000015258789,66.08999633789062,1.225988117568124,0.13419105,0.28767297,0.5778684,13.430000305175781,3.0,0,False
4,2025-03-16 18:45:00,2025-03-17 18:45:00,train,0.3208962,stabilized_flow_log_feature,96,78.46500015258789,63.579999923706055,1.110410618944274,0.15434569,0.29870766,0.5096352,13.59000015258789,-0.1699981689453125,0,False
