rank,window_start,window_end,split,reconstruction_mse,resampled_points,median_supply_temp_c,median_return_temp_c,median_derived_flow_kg_s,median_delta_t_c,min_delta_t_c,low_delta_t_anomaly_points,has_low_delta_t_overlap
1,2024-02-13 08:00:00,2024-02-14 08:00:00,train,8.042096,96,79.81999969482422,70.91000366210938,1.6822487789978813,7.839996337890625,-1.4599990844726562,0,False
2,2024-02-12 20:00:00,2024-02-13 20:00:00,train,8.000276,96,78.97999954223633,70.13500213623047,1.5129920583991017,8.664997100830078,-1.1300048828125,0,False
3,2024-01-13 08:00:00,2024-01-14 08:00:00,train,2.051381,96,75.21499824523926,64.77499771118164,0.019502198694469106,9.909997940063477,-0.970001220703125,0,False
4,2024-01-12 20:00:00,2024-01-13 20:00:00,train,2.0510402,96,76.21500015258789,64.82499694824219,0.019590609346801076,10.769996643066406,-0.970001220703125,0,False
5,2025-02-28 20:00:00,2025-03-01 20:00:00,train,1.8777593,96,64.11999893188477,57.385000228881836,0.8939481571360551,11.599998474121094,-1.30999755859375,0,False
6,2024-04-04 08:00:00,2024-04-05 08:00:00,train,1.2169433,96,77.9124984741211,67.50500106811523,0.02601018834525195,8.069999694824219,-4.9799957275390625,0,False
