epoch,train_loss
1,1.045049833399909
2,0.950336639370237
3,0.7445267055715833
4,0.5081975374902997
5,0.38070047753197805
6,0.2962026095816067
7,0.2267277357833726
8,0.16182122911725724
9,0.11812603633318629
10,0.0935866077031408
