sheet,resample_interval,window_hours,stride_hours,resampled_rows,windows,features,start,end,complete_rows,output
cons_hostatgeria_underfloor_hea,15min,24,12,123193,323,"supply_temp_c, return_temp_c, derived_flow_kg_s",2022-01-10 06:45:00,2025-07-16 12:45:00,32879,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\processed_data\autoencoder_windows_cons_hostatgeria_underfloor_hea.npz
