window_start,reconstruction_mse,is_reconstruction_anomaly,split,stabilized_flow_log_feature_reconstruction_mse,is_stabilized_flow_log_feature_channel_anomaly,dominant_anomalous_feature
2024-05-20 06:45:00,0.03660753,False,test,0.03660753,False,stabilized_flow_log_feature
2024-05-20 18:45:00,0.035563752,False,test,0.035563752,False,stabilized_flow_log_feature
2024-05-21 06:45:00,0.038498983,False,test,0.038498983,False,stabilized_flow_log_feature
2024-05-21 18:45:00,0.03995375,False,test,0.03995375,False,stabilized_flow_log_feature
2024-05-22 06:45:00,0.041192785,False,test,0.041192785,False,stabilized_flow_log_feature
2024-05-22 18:45:00,0.04117436,False,test,0.04117436,False,stabilized_flow_log_feature
2024-05-23 06:45:00,0.038476516,False,test,0.038476516,False,stabilized_flow_log_feature
2024-05-23 18:45:00,0.035056666,False,test,0.035056666,False,stabilized_flow_log_feature
2024-05-24 06:45:00,0.036172785,False,test,0.036172785,False,stabilized_flow_log_feature
2024-05-24 18:45:00,0.03759433,False,test,0.03759433,False,stabilized_flow_log_feature
2024-05-25 06:45:00,0.038249735,False,test,0.038249735,False,stabilized_flow_log_feature
2024-05-25 18:45:00,0.036200378,False,test,0.036200378,False,stabilized_flow_log_feature
2024-05-26 06:45:00,0.036553714,False,test,0.036553714,False,stabilized_flow_log_feature
2024-05-26 18:45:00,0.03724208,False,test,0.03724208,False,stabilized_flow_log_feature
2024-05-27 06:45:00,0.036848653,False,test,0.036848653,False,stabilized_flow_log_feature
2024-05-27 18:45:00,0.04020511,False,test,0.04020511,False,stabilized_flow_log_feature
2024-05-28 06:45:00,0.041332155,False,test,0.041332155,False,stabilized_flow_log_feature
2024-05-28 18:45:00,0.03928607,False,test,0.03928607,False,stabilized_flow_log_feature
2024-05-29 06:45:00,0.039182603,False,test,0.039182603,False,stabilized_flow_log_feature
2024-05-29 18:45:00,0.03849894,False,test,0.03849894,False,stabilized_flow_log_feature
2024-05-30 06:45:00,0.038350154,False,test,0.038350154,False,stabilized_flow_log_feature
2024-05-30 18:45:00,0.039461013,False,test,0.039461013,False,stabilized_flow_log_feature
2024-05-31 06:45:00,0.037911884,False,test,0.037911884,False,stabilized_flow_log_feature
2024-05-31 18:45:00,0.03806848,False,test,0.03806848,False,stabilized_flow_log_feature
2024-06-01 06:45:00,0.040195517,False,test,0.040195517,False,stabilized_flow_log_feature
2024-06-01 18:45:00,0.042669002,False,test,0.042669002,False,stabilized_flow_log_feature
2024-06-02 06:45:00,0.038347,False,test,0.038347,False,stabilized_flow_log_feature
2024-06-02 18:45:00,0.038067322,False,test,0.038067322,False,stabilized_flow_log_feature
2024-06-03 06:45:00,0.042419072,False,test,0.042419072,False,stabilized_flow_log_feature
2024-06-03 18:45:00,0.041313037,False,test,0.041313037,False,stabilized_flow_log_feature
2024-06-04 06:45:00,0.03832753,False,test,0.03832753,False,stabilized_flow_log_feature
2024-06-04 18:45:00,0.036229443,False,test,0.036229443,False,stabilized_flow_log_feature
2024-06-11 18:45:00,0.034272056,False,test,0.034272056,False,stabilized_flow_log_feature
2024-06-12 06:45:00,0.03358306,False,test,0.03358306,False,stabilized_flow_log_feature
2024-06-12 18:45:00,0.034002542,False,test,0.034002542,False,stabilized_flow_log_feature
2024-06-13 06:45:00,0.031663496,False,test,0.031663496,False,stabilized_flow_log_feature
2024-06-13 18:45:00,0.032334067,False,test,0.032334067,False,stabilized_flow_log_feature
2024-06-14 06:45:00,0.034750935,False,test,0.034750935,False,stabilized_flow_log_feature
2024-06-14 18:45:00,0.039148048,False,test,0.039148048,False,stabilized_flow_log_feature
2024-06-15 06:45:00,0.037222154,False,test,0.037222154,False,stabilized_flow_log_feature
2024-06-15 18:45:00,0.036644835,False,test,0.036644835,False,stabilized_flow_log_feature
2024-06-16 06:45:00,0.037578493,False,test,0.037578493,False,stabilized_flow_log_feature
2024-06-16 18:45:00,0.035354663,False,test,0.035354663,False,stabilized_flow_log_feature
2024-06-17 06:45:00,0.039316263,False,test,0.039316263,False,stabilized_flow_log_feature
2024-06-17 18:45:00,0.039811593,False,test,0.039811593,False,stabilized_flow_log_feature
2024-06-18 06:45:00,0.03525881,False,test,0.03525881,False,stabilized_flow_log_feature
2024-06-19 18:45:00,0.036612384,False,test,0.036612384,False,stabilized_flow_log_feature
2024-06-20 06:45:00,0.041746233,False,test,0.041746233,False,stabilized_flow_log_feature
2024-06-20 18:45:00,0.19125272,False,test,0.19125272,False,stabilized_flow_log_feature
