rank,window_start,window_end,split,reconstruction_mse,dominant_anomalous_feature,resampled_points,median_supply_temp_c,median_return_temp_c,median_stabilized_flow_log_feature,supply_temp_c_reconstruction_mse,return_temp_c_reconstruction_mse,stabilized_flow_log_feature_reconstruction_mse,median_delta_t_c,min_delta_t_c,low_delta_t_anomaly_points,has_low_delta_t_overlap
1,2024-09-23 05:45:00,2024-09-24 05:45:00,train,0.5173868,return_temp_c,96,56.91999816894531,52.40999984741211,0.2361823131923491,0.5205079,0.7671191,0.26453367,2.779998779296875,-2.0,0,False
