sheet,resample_interval,window_hours,stride_hours,flow_feature_mode,min_delta_t_c,flow_clip_quantile,resampled_rows,windows,features,start,end,complete_rows,output
cons_abat_cisneros,15min,24,12,raw,2.0,0.995,189672,1113,"supply_temp_c, return_temp_c, derived_flow_kg_s",2020-02-17 18:45:00,2025-07-16 12:30:00,53648,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\processed_data\autoencoder_windows_cons_abat_cisneros.npz
