windows,train_windows,test_windows,features,model_scope,flow_feature_mode,threshold_method,threshold_value,supply_temp_c_threshold_value,return_temp_c_threshold_value,stabilized_flow_log_feature_threshold_value,flagged_windows,model_path,scores_path,figure_path
1111,888,223,"supply_temp_c, return_temp_c, stabilized_flow_log_feature",joint,stabilized_log,train_3sigma,0.36607611179351807,0.4019262194633484,0.4962581396102905,0.3348042964935303,18,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\models\autoencoder_cons_nostra_senyora_stabilized_log.pt,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\tables\autoencoder_scores_cons_nostra_senyora_stabilized_log.csv,D:\Downloads\KTH\Masters Thesis\thesis-heat-detection\Results\figures\autoencoder_reconstruction_error_cons_nostra_senyora_stabilized_log.png
